dataset,optimization,features,training_accuracy(%),leaves,regularization_upperbound,duration(s),source
adult,BinOCT,5,0.7222222222222222,4,0.125,6.721314821000078,[ $occupation \eq Computer & Mathematical$ [ $time \eq 2PM$ [ $class$ [ $0$ ] ] [ $class$ [ $1$ ] ] ] [ $coupon \eq Bar$ [ $class$ [ $1$ ] ] [ $class$ [ $0$ ] ] ] ]
adult,DL8.5,5,0.7222222222222222,4,0.125,0.03549567000004572,[ $occupation \eq Computer & Mathematical$ [ $coupon \eq Bar$ [ $class$ [ $0$ ] ] [ $class$ [ $1$ ] ] ] [ $time \eq 2PM$ [ $class$ [ $1$ ] ] [ $class$ [ $0$ ] ] ] ]
adult,OSDT,5,0.5740740740740741,1,0,0.08144175699999323,[ $class$ [ $1$ ] ]
adult,GOSDT,5,0.5740740740740741,1,0,0.7109205289999636,[ $class$ [ $1$ ] ]
adult,CART,6,0.6851851851851852,4,0.125,0.004438760999960323,[ $occupation \eq Computer & Mathematical$ [ $passanger \eq Kid(s)$ [ $class$ [ $0$ ] ] [ $class$ [ $0$ ] ] ] [ $coupon \eq Bar$ [ $class$ [ $1$ ] ] [ $class$ [ $0$ ] ] ] ]
adult,BinOCT,6,0.7222222222222222,4,0.125,5.84942050199993,[ $occupation \eq Computer & Mathematical$ [ $time \eq 2PM$ [ $class$ [ $0$ ] ] [ $class$ [ $1$ ] ] ] [ $coupon \eq Bar$ [ $class$ [ $1$ ] ] [ $class$ [ $0$ ] ] ] ]
adult,DL8.5,6,0.7222222222222222,4,0.125,0.00446813399992152,[ $occupation \eq Computer & Mathematical$ [ $coupon \eq Bar$ [ $class$ [ $0$ ] ] [ $class$ [ $1$ ] ] ] [ $time \eq 2PM$ [ $class$ [ $1$ ] ] [ $class$ [ $0$ ] ] ] ]
adult,OSDT,6,0.5740740740740741,1,0,0.12975011800006087,[ $class$ [ $1$ ] ]
adult,GOSDT,6,0.5740740740740741,1,0,0.8342776169999979,[ $class$ [ $1$ ] ]
adult,CART,7,0.6851851851851852,4,0.125,0.001783448000082899,[ $occupation \eq Computer & Mathematical$ [ $passanger \eq Kid(s)$ [ $class$ [ $0$ ] ] [ $class$ [ $0$ ] ] ] [ $coupon \eq Bar$ [ $class$ [ $1$ ] ] [ $class$ [ $0$ ] ] ] ]
adult,BinOCT,7,0.7222222222222222,4,0.125,5.856496690999961,[ $occupation \eq Computer & Mathematical$ [ $time \eq 2PM$ [ $class$ [ $0$ ] ] [ $class$ [ $1$ ] ] ] [ $coupon \eq Bar$ [ $class$ [ $1$ ] ] [ $class$ [ $0$ ] ] ] ]
adult,DL8.5,7,0.7222222222222222,4,0.125,0.0204882360000056,[ $occupation \eq Computer & Mathematical$ [ $coupon \eq Bar$ [ $class$ [ $0$ ] ] [ $class$ [ $1$ ] ] ] [ $time \eq 2PM$ [ $class$ [ $1$ ] ] [ $class$ [ $0$ ] ] ] ]
adult,OSDT,7,0.5740740740740741,1,0,0.08039357600000585,[ $class$ [ $1$ ] ]
adult,GOSDT,7,0.5740740740740741,1,0,0.7663509650000151,[ $class$ [ $1$ ] ]
adult,CART,8,0.6851851851851852,4,0.125,0.0039532540000664085,[ $occupation \eq Computer & Mathematical$ [ $passanger \eq Kid(s)$ [ $class$ [ $0$ ] ] [ $class$ [ $0$ ] ] ] [ $coupon \eq Bar$ [ $class$ [ $1$ ] ] [ $class$ [ $0$ ] ] ] ]
adult,BinOCT,8,0.7222222222222222,4,0.125,6.389819100999944,[ $occupation \eq Computer & Mathematical$ [ $time \eq 2PM$ [ $class$ [ $0$ ] ] [ $class$ [ $1$ ] ] ] [ $coupon \eq Bar$ [ $class$ [ $1$ ] ] [ $class$ [ $0$ ] ] ] ]
adult,DL8.5,8,0.7222222222222222,4,0.125,0.004206674999977622,[ $occupation \eq Computer & Mathematical$ [ $coupon \eq Bar$ [ $class$ [ $0$ ] ] [ $class$ [ $1$ ] ] ] [ $time \eq 2PM$ [ $class$ [ $1$ ] ] [ $class$ [ $0$ ] ] ] ]
adult,OSDT,8,0.5740740740740741,1,0,0.08575768899993363,[ $class$ [ $1$ ] ]
adult,GOSDT,8,0.5740740740740741,1,0,0.9017082940000591,[ $class$ [ $1$ ] ]
adult,CART,9,0.6851851851851852,4,0.125,0.0019993330000716014,[ $occupation \eq Computer & Mathematical$ [ $passanger \eq Kid(s)$ [ $class$ [ $0$ ] ] [ $class$ [ $0$ ] ] ] [ $coupon \eq Bar$ [ $class$ [ $1$ ] ] [ $class$ [ $0$ ] ] ] ]
adult,BinOCT,9,0.7222222222222222,4,0.125,7.582960279999952,[ $occupation \eq Computer & Mathematical$ [ $time \eq 2PM$ [ $class$ [ $0$ ] ] [ $class$ [ $1$ ] ] ] [ $coupon \eq Bar$ [ $class$ [ $1$ ] ] [ $class$ [ $0$ ] ] ] ]
adult,DL8.5,9,0.7222222222222222,4,0.125,0.015900475999956143,[ $occupation \eq Computer & Mathematical$ [ $coupon \eq Bar$ [ $class$ [ $0$ ] ] [ $class$ [ $1$ ] ] ] [ $time \eq 2PM$ [ $class$ [ $1$ ] ] [ $class$ [ $0$ ] ] ] ]
adult,OSDT,9,0.5740740740740741,1,0,0.10572423899998284,[ $class$ [ $1$ ] ]
adult,GOSDT,9,0.5740740740740741,1,0,0.7617837770000051,[ $class$ [ $1$ ] ]
adult,CART,10,0.6851851851851852,4,0.125,0.0039544590000559765,[ $occupation \eq Computer & Mathematical$ [ $passanger \eq Kid(s)$ [ $class$ [ $0$ ] ] [ $class$ [ $0$ ] ] ] [ $coupon \eq Bar$ [ $class$ [ $1$ ] ] [ $class$ [ $0$ ] ] ] ]
adult,BinOCT,10,0.7222222222222222,4,0.125,9.798782881999955,[ $car \eq do not drive$ [ $coupon \eq Bar$ [ $class$ [ $1$ ] ] [ $class$ [ $0$ ] ] ] [ $coupon \eq Coffee House$ [ $class$ [ $1$ ] ] [ $class$ [ $0$ ] ] ] ]
adult,DL8.5,10,0.7222222222222222,4,0.125,0.01887943200006248,[ $occupation \eq Computer & Mathematical$ [ $coupon \eq Bar$ [ $class$ [ $0$ ] ] [ $class$ [ $1$ ] ] ] [ $time \eq 2PM$ [ $class$ [ $1$ ] ] [ $class$ [ $0$ ] ] ] ]
adult,OSDT,10,0.5740740740740741,1,0,0.14673235899999781,[ $class$ [ $1$ ] ]
adult,GOSDT,10,0.5740740740740741,1,0,1.662243715000045,[ $class$ [ $1$ ] ]
adult,CART,11,0.6851851851851852,4,0.125,0.00359967700001107,[ $occupation \eq Computer & Mathematical$ [ $passanger \eq Kid(s)$ [ $class$ [ $0$ ] ] [ $class$ [ $0$ ] ] ] [ $coupon \eq Bar$ [ $class$ [ $1$ ] ] [ $class$ [ $0$ ] ] ] ]
adult,BinOCT,11,0.7222222222222222,4,0.125,11.189157913000031,[ $occupation \eq Office & Administrative Support$ [ $coupon \eq Bar$ [ $class$ [ $1$ ] ] [ $class$ [ $0$ ] ] ] [ $coupon \eq Coffee House$ [ $class$ [ $1$ ] ] [ $class$ [ $0$ ] ] ] ]
adult,DL8.5,11,0.7222222222222222,4,0.125,0.02683645600006912,[ $occupation \eq Computer & Mathematical$ [ $coupon \eq Bar$ [ $class$ [ $0$ ] ] [ $class$ [ $1$ ] ] ] [ $time \eq 2PM$ [ $class$ [ $1$ ] ] [ $class$ [ $0$ ] ] ] ]
adult,OSDT,11,0.5740740740740741,1,0,0.11077559000000292,[ $class$ [ $1$ ] ]
adult,GOSDT,11,0.5740740740740741,1,0,2.205677520999984,[ $class$ [ $1$ ] ]
adult,CART,12,0.6851851851851852,4,0.125,0.0032574719999729496,[ $occupation \eq Computer & Mathematical$ [ $passanger \eq Kid(s)$ [ $class$ [ $0$ ] ] [ $class$ [ $0$ ] ] ] [ $coupon \eq Bar$ [ $class$ [ $1$ ] ] [ $class$ [ $0$ ] ] ] ]
adult,BinOCT,12,0.7222222222222222,4,0.125,20.736429109000028,[ $occupation \eq Office & Administrative Support$ [ $coupon \eq Bar$ [ $class$ [ $1$ ] ] [ $class$ [ $0$ ] ] ] [ $coupon \eq Coffee House$ [ $class$ [ $1$ ] ] [ $class$ [ $0$ ] ] ] ]
adult,DL8.5,12,0.7222222222222222,4,0.125,0.023051398000006884,[ $occupation \eq Computer & Mathematical$ [ $coupon \eq Bar$ [ $class$ [ $0$ ] ] [ $class$ [ $1$ ] ] ] [ $time \eq 2PM$ [ $class$ [ $1$ ] ] [ $class$ [ $0$ ] ] ] ]
adult,OSDT,12,0.5740740740740741,1,0,0.3048931390000007,[ $class$ [ $1$ ] ]
adult,GOSDT,12,0.5740740740740741,1,0,3.766759095999987,[ $class$ [ $1$ ] ]
adult,CART,13,0.6851851851851852,4,0.125,0.00789692599994396,[ $occupation \eq Computer & Mathematical$ [ $passanger \eq Kid(s)$ [ $class$ [ $0$ ] ] [ $class$ [ $0$ ] ] ] [ $coupon \eq Bar$ [ $class$ [ $1$ ] ] [ $class$ [ $0$ ] ] ] ]
adult,BinOCT,13,0.7222222222222222,4,0.125,20.021546910000097,[ $occupation \eq Computer & Mathematical$ [ $time \eq 2PM$ [ $class$ [ $0$ ] ] [ $class$ [ $1$ ] ] ] [ $coupon \eq Bar$ [ $class$ [ $1$ ] ] [ $class$ [ $0$ ] ] ] ]
adult,DL8.5,13,0.7222222222222222,4,0.125,0.031350866000025235,[ $occupation \eq Computer & Mathematical$ [ $coupon \eq Bar$ [ $class$ [ $0$ ] ] [ $class$ [ $1$ ] ] ] [ $time \eq 2PM$ [ $class$ [ $1$ ] ] [ $class$ [ $0$ ] ] ] ]
adult,OSDT,13,0.5740740740740741,1,0,0.1337875689999919,[ $class$ [ $1$ ] ]
adult,GOSDT,13,0.5740740740740741,1,0,3.4530886119999877,[ $class$ [ $1$ ] ]
adult,CART,14,0.6851851851851852,4,0.125,0.011599237999917023,[ $occupation \eq Computer & Mathematical$ [ $passanger \eq Kid(s)$ [ $class$ [ $0$ ] ] [ $class$ [ $0$ ] ] ] [ $coupon \eq Bar$ [ $class$ [ $1$ ] ] [ $class$ [ $0$ ] ] ] ]
adult,BinOCT,14,0.7222222222222222,4,0.125,22.540187500000002,[ $occupation \eq Computer & Mathematical$ [ $time \eq 2PM$ [ $class$ [ $0$ ] ] [ $class$ [ $1$ ] ] ] [ $coupon \eq Bar$ [ $class$ [ $1$ ] ] [ $class$ [ $0$ ] ] ] ]
adult,DL8.5,14,0.7222222222222222,4,0.125,0.04094596400000228,[ $occupation \eq Computer & Mathematical$ [ $coupon \eq Bar$ [ $class$ [ $0$ ] ] [ $class$ [ $1$ ] ] ] [ $time \eq 2PM$ [ $class$ [ $1$ ] ] [ $class$ [ $0$ ] ] ] ]
adult,OSDT,14,0.5740740740740741,1,0,0.16486867599996913,[ $class$ [ $1$ ] ]
adult,GOSDT,14,0.5740740740740741,1,0,4.389567026000009,[ $class$ [ $1$ ] ]
adult,CART,15,0.6851851851851852,4,0.125,0.0018544710000014675,[ $occupation \eq Computer & Mathematical$ [ $passanger \eq Kid(s)$ [ $class$ [ $0$ ] ] [ $class$ [ $0$ ] ] ] [ $coupon \eq Bar$ [ $class$ [ $1$ ] ] [ $class$ [ $0$ ] ] ] ]
adult,BinOCT,15,0.7222222222222222,4,0.125,22.006299732000002,[ $occupation \eq Office & Administrative Support$ [ $coupon \eq Bar$ [ $class$ [ $1$ ] ] [ $class$ [ $0$ ] ] ] [ $coupon \eq Coffee House$ [ $class$ [ $1$ ] ] [ $class$ [ $0$ ] ] ] ]
adult,DL8.5,15,0.7222222222222222,4,0.125,0.02599339100004272,[ $occupation \eq Computer & Mathematical$ [ $coupon \eq Bar$ [ $class$ [ $0$ ] ] [ $class$ [ $1$ ] ] ] [ $time \eq 2PM$ [ $class$ [ $1$ ] ] [ $class$ [ $0$ ] ] ] ]
adult,OSDT,15,0.5740740740740741,1,0,0.17559432900009142,[ $class$ [ $1$ ] ]
adult,GOSDT,15,0.5740740740740741,1,0,4.352977770000052,[ $class$ [ $1$ ] ]
adult,CART,16,0.6851851851851852,4,0.125,0.0032322289999910936,[ $occupation \eq Computer & Mathematical$ [ $passanger \eq Kid(s)$ [ $class$ [ $0$ ] ] [ $class$ [ $0$ ] ] ] [ $coupon \eq Bar$ [ $class$ [ $1$ ] ] [ $class$ [ $0$ ] ] ] ]
adult,BinOCT,16,0.7222222222222222,4,0.125,28.192582428000037,[ $occupation \eq Office & Administrative Support$ [ $coupon \eq Bar$ [ $class$ [ $1$ ] ] [ $class$ [ $0$ ] ] ] [ $coupon \eq Coffee House$ [ $class$ [ $1$ ] ] [ $class$ [ $0$ ] ] ] ]
adult,DL8.5,16,0.7222222222222222,4,0.125,0.01989110600004551,[ $occupation \eq Computer & Mathematical$ [ $coupon \eq Bar$ [ $class$ [ $0$ ] ] [ $class$ [ $1$ ] ] ] [ $time \eq 2PM$ [ $class$ [ $1$ ] ] [ $class$ [ $0$ ] ] ] ]
adult,OSDT,16,0.5740740740740741,1,0,0.6517222520000132,[ $class$ [ $1$ ] ]
adult,GOSDT,16,0.5740740740740741,1,0,7.51448105399993,[ $class$ [ $1$ ] ]
adult,CART,17,0.6851851851851852,4,0.125,0.002015412999980981,[ $occupation \eq Computer & Mathematical$ [ $passanger \eq Kid(s)$ [ $class$ [ $0$ ] ] [ $class$ [ $0$ ] ] ] [ $coupon \eq Bar$ [ $class$ [ $1$ ] ] [ $class$ [ $0$ ] ] ] ]
adult,BinOCT,17,0.7222222222222222,4,0.125,29.959179325000036,[ $occupation \eq Computer & Mathematical$ [ $time \eq 2PM$ [ $class$ [ $0$ ] ] [ $class$ [ $1$ ] ] ] [ $coupon \eq Bar$ [ $class$ [ $1$ ] ] [ $class$ [ $0$ ] ] ] ]
adult,DL8.5,17,0.7222222222222222,4,0.125,0.015052307000019027,[ $occupation \eq Computer & Mathematical$ [ $coupon \eq Bar$ [ $class$ [ $0$ ] ] [ $class$ [ $1$ ] ] ] [ $time \eq 2PM$ [ $class$ [ $1$ ] ] [ $class$ [ $0$ ] ] ] ]
adult,OSDT,17,0.5740740740740741,1,0,0.21170415099993534,[ $class$ [ $1$ ] ]
adult,GOSDT,17,0.5740740740740741,1,0,4.969678814000076,[ $class$ [ $1$ ] ]
adult,CART,18,0.6851851851851852,4,0.125,0.0026041759999770875,[ $occupation \eq Computer & Mathematical$ [ $passanger \eq Kid(s)$ [ $class$ [ $0$ ] ] [ $class$ [ $0$ ] ] ] [ $coupon \eq Bar$ [ $class$ [ $1$ ] ] [ $class$ [ $0$ ] ] ] ]
adult,BinOCT,18,0.7222222222222222,4,0.125,28.88195181699996,[ $occupation \eq Computer & Mathematical$ [ $time \eq 2PM$ [ $class$ [ $0$ ] ] [ $class$ [ $1$ ] ] ] [ $coupon \eq Bar$ [ $class$ [ $1$ ] ] [ $class$ [ $0$ ] ] ] ]
adult,DL8.5,18,0.7222222222222222,4,0.125,0.025549136999984512,[ $occupation \eq Computer & Mathematical$ [ $coupon \eq Bar$ [ $class$ [ $0$ ] ] [ $class$ [ $1$ ] ] ] [ $time \eq 2PM$ [ $class$ [ $1$ ] ] [ $class$ [ $0$ ] ] ] ]
adult,OSDT,18,0.5740740740740741,1,0,0.23510675199997877,[ $class$ [ $1$ ] ]
adult,GOSDT,18,0.5740740740740741,1,0,4.474037080999892,[ $class$ [ $1$ ] ]
adult,CART,19,0.6851851851851852,4,0.125,0.00183826800002862,[ $occupation \eq Computer & Mathematical$ [ $passanger \eq Kid(s)$ [ $class$ [ $0$ ] ] [ $class$ [ $0$ ] ] ] [ $coupon \eq Bar$ [ $class$ [ $1$ ] ] [ $class$ [ $0$ ] ] ] ]
adult,BinOCT,19,0.7222222222222222,4,0.125,29.960880002000067,[ $occupation \eq Computer & Mathematical$ [ $time \eq 2PM$ [ $class$ [ $0$ ] ] [ $class$ [ $1$ ] ] ] [ $coupon \eq Bar$ [ $class$ [ $1$ ] ] [ $class$ [ $0$ ] ] ] ]
adult,DL8.5,19,0.7222222222222222,4,0.125,0.011724471999968955,[ $occupation \eq Computer & Mathematical$ [ $coupon \eq Bar$ [ $class$ [ $0$ ] ] [ $class$ [ $1$ ] ] ] [ $time \eq 2PM$ [ $class$ [ $1$ ] ] [ $class$ [ $0$ ] ] ] ]
adult,OSDT,19,0.5740740740740741,1,0,0.28132122399995296,[ $class$ [ $1$ ] ]
adult,GOSDT,19,0.5740740740740741,1,0,5.866187038999897,[ $class$ [ $1$ ] ]
adult,CART,20,0.6851851851851852,4,0.125,0.002798803000018779,[ $occupation \eq Computer & Mathematical$ [ $passanger \eq Kid(s)$ [ $class$ [ $0$ ] ] [ $class$ [ $0$ ] ] ] [ $coupon \eq Bar$ [ $class$ [ $1$ ] ] [ $class$ [ $0$ ] ] ] ]
adult,BinOCT,20,0.7222222222222222,4,0.125,46.160107487000005,[ $occupation \eq Office & Administrative Support$ [ $coupon \eq Bar$ [ $class$ [ $1$ ] ] [ $class$ [ $0$ ] ] ] [ $coupon \eq Coffee House$ [ $class$ [ $1$ ] ] [ $class$ [ $0$ ] ] ] ]
adult,DL8.5,20,0.7222222222222222,4,0.125,0.028279512000040086,[ $occupation \eq Computer & Mathematical$ [ $coupon \eq Bar$ [ $class$ [ $0$ ] ] [ $class$ [ $1$ ] ] ] [ $time \eq 2PM$ [ $class$ [ $1$ ] ] [ $class$ [ $0$ ] ] ] ]
adult,OSDT,20,0.5740740740740741,1,0,0.33362632400007897,[ $class$ [ $1$ ] ]
adult,GOSDT,20,0.5740740740740741,1,0,4.508715410000036,[ $class$ [ $1$ ] ]
adult,CART,21,0.6851851851851852,4,0.125,0.009057813999902464,[ $occupation \eq Computer & Mathematical$ [ $passanger \eq Kid(s)$ [ $class$ [ $0$ ] ] [ $class$ [ $0$ ] ] ] [ $coupon \eq Bar$ [ $class$ [ $1$ ] ] [ $class$ [ $0$ ] ] ] ]
adult,BinOCT,21,0.7222222222222222,4,0.125,37.723315996,[ $occupation \eq Office & Administrative Support$ [ $coupon \eq Bar$ [ $class$ [ $1$ ] ] [ $class$ [ $0$ ] ] ] [ $coupon \eq Coffee House$ [ $class$ [ $1$ ] ] [ $class$ [ $0$ ] ] ] ]
adult,DL8.5,21,0.7222222222222222,4,0.125,0.017290741000010712,[ $occupation \eq Computer & Mathematical$ [ $coupon \eq Bar$ [ $class$ [ $0$ ] ] [ $class$ [ $1$ ] ] ] [ $time \eq 2PM$ [ $class$ [ $1$ ] ] [ $class$ [ $0$ ] ] ] ]
adult,OSDT,21,0.5740740740740741,1,0,0.3124004399999194,[ $class$ [ $1$ ] ]
adult,GOSDT,21,0.5740740740740741,1,0,7.053911369000048,[ $class$ [ $1$ ] ]
adult,CART,22,0.6851851851851852,4,0.125,0.01187015900006827,[ $occupation \eq Computer & Mathematical$ [ $passanger \eq Kid(s)$ [ $class$ [ $0$ ] ] [ $class$ [ $0$ ] ] ] [ $coupon \eq Bar$ [ $class$ [ $1$ ] ] [ $class$ [ $0$ ] ] ] ]
adult,BinOCT,22,0.7222222222222222,4,0.125,56.449692254999945,[ $occupation \eq Computer & Mathematical$ [ $time \eq 2PM$ [ $class$ [ $0$ ] ] [ $class$ [ $1$ ] ] ] [ $coupon \eq Bar$ [ $class$ [ $1$ ] ] [ $class$ [ $0$ ] ] ] ]
adult,DL8.5,22,0.7222222222222222,4,0.125,0.0146313210000244,[ $occupation \eq Computer & Mathematical$ [ $coupon \eq Bar$ [ $class$ [ $0$ ] ] [ $class$ [ $1$ ] ] ] [ $time \eq 2PM$ [ $class$ [ $1$ ] ] [ $class$ [ $0$ ] ] ] ]
adult,OSDT,22,0.5740740740740741,1,0,0.32512278799993055,[ $class$ [ $1$ ] ]
adult,GOSDT,22,0.5740740740740741,1,0,5.294006635999949,[ $class$ [ $1$ ] ]
adult,CART,23,0.6851851851851852,4,0.125,0.0034617869999920003,[ $occupation \eq Computer & Mathematical$ [ $passanger \eq Kid(s)$ [ $class$ [ $0$ ] ] [ $class$ [ $0$ ] ] ] [ $coupon \eq Bar$ [ $class$ [ $1$ ] ] [ $class$ [ $0$ ] ] ] ]
adult,BinOCT,23,0.7222222222222222,4,0.125,44.43595858299989,[ $occupation \eq Computer & Mathematical$ [ $time \eq 2PM$ [ $class$ [ $0$ ] ] [ $class$ [ $1$ ] ] ] [ $coupon \eq Bar$ [ $class$ [ $1$ ] ] [ $class$ [ $0$ ] ] ] ]
adult,DL8.5,23,-1,-1,-1,1800,NA
adult,OSDT,23,0.5740740740740741,1,0,0.33562495000001036,[ $class$ [ $1$ ] ]
adult,GOSDT,23,-1,-1,-1,1800,NA
